gene,protein_class,secretome_location,secretome_function,is_secreted,is_plasma,is_membrane,is_intracellular,is_secreted_to_blood,secretion_tier,is_structural_ecm
ACY3,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACYP1,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ACYP2,"Enzymes, Metabolic proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ADA,"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
ADA2,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Enzyme,True,True,False,True,True,core,False
ADAD1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ADAD2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ADAL,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ADAM10,"Cancer-related genes, CD markers, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",Intracellular and membrane,Enzyme,False,True,True,True,False,none,False
ADAM11,"Predicted membrane proteins, Transporters",,,False,False,True,False,False,none,False
ADAM12,"Predicted membrane proteins, Predicted secreted proteins, Transporters",Secreted in female reproductive system,Cell adhesion,True,False,True,False,False,extended,False
ADAM15,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ADAM17,"CD markers, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ADAM18,"Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Developmental protein,False,False,True,True,False,none,False
ADAM19,"Plasma proteins, Predicted membrane proteins",,,False,True,True,False,False,none,False
ADAM2,Predicted membrane proteins,,,False,False,True,False,False,none,False
ADAM20,Predicted membrane proteins,,,False,False,True,False,False,none,False
ADAM21,Predicted membrane proteins,,,False,False,True,False,False,none,False
ADAM22,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ADAM23,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted in brain,Cell adhesion,True,False,True,True,False,extended,False
ADAM28,"Plasma proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters",Secreted to blood,Enzyme,True,True,True,False,True,core,False
ADAM29,"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,No annotated function,False,False,True,True,False,none,False
ADAM30,"Plasma proteins, Predicted membrane proteins",,,False,True,True,False,False,none,False
ADAM32,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ADAM33,"Disease related genes, Human disease related genes, Predicted membrane proteins",,,False,False,True,False,False,none,False
ADAM7,"Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,No annotated function,False,True,True,True,False,none,False
ADAM8,"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Enzyme,False,True,True,True,False,none,False
ADAM9,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted - unknown location,Enzyme,True,True,True,False,False,core,False
ADAMDEC1,"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted in other tissues,Enzyme,True,True,False,True,False,core,False
ADAMTS1,"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters",Secreted to extracellular matrix,Enzyme,True,True,False,True,False,core,False
ADAMTS10,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,False,False,True,False,extended,False
ADAMTS12,"Plasma proteins, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,True,False,False,False,core,False
ADAMTS13,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Blood coagulation,True,True,False,True,True,core,False
ADAMTS14,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,True,False,False,False,core,False
ADAMTS15,Predicted secreted proteins,Secreted to extracellular matrix,Enzyme,True,False,False,False,False,extended,False
ADAMTS16,Predicted secreted proteins,Secreted to extracellular matrix,Enzyme,True,False,False,False,False,extended,False
ADAMTS17,"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,False,False,True,False,extended,False
ADAMTS18,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,False,False,True,False,extended,False
ADAMTS19,Predicted secreted proteins,Secreted to extracellular matrix,,True,False,False,False,False,extended,False
ADAMTS2,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,True,False,False,False,core,False
ADAMTS20,"Cancer-related genes, Predicted intracellular proteins, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,False,False,True,False,extended,False
ADAMTS3,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,False,False,False,False,extended,False
ADAMTS4,"Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted secreted proteins, Transporters",Secreted to extracellular matrix,Enzyme,True,False,False,True,False,extended,False
ADAMTS5,"Cancer-related genes, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,False,False,False,False,extended,False
ADAMTS6,"Cancer-related genes, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,False,False,False,False,extended,False
ADAMTS7,"Plasma proteins, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,True,False,False,False,core,False
ADAMTS8,"Cancer-related genes, Plasma proteins, Predicted secreted proteins",Secreted to extracellular matrix,Enzyme,True,True,False,False,False,core,False
ADAMTS9,"Cancer-related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to extracellular matrix,Transport,True,True,False,True,False,core,False
ADAMTSL1,"Predicted intracellular proteins, Predicted secreted proteins",Secreted in other tissues,Enzyme,True,False,False,True,False,extended,False
ADAMTSL2,"Disease related genes, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted in other tissues,No annotated function,True,True,True,False,False,core,False
ADAMTSL3,Predicted secreted proteins,Secreted in other tissues,No annotated function,True,False,False,False,False,extended,False
ADAMTSL4,"Disease related genes, Human disease related genes, Predicted secreted proteins",Secreted to extracellular matrix,Other,True,False,False,False,False,extended,False
ADAMTSL5,"Predicted intracellular proteins, Predicted secreted proteins",Secreted to extracellular matrix,,True,False,False,True,False,extended,False
ADAP1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ADAP2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ADAR,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ADARB1,"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ADARB2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ADAT1,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ADAT2,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ADAT3,"Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ADCK1,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ADCK2,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ADCK5,"Enzymes, Predicted membrane proteins",,,False,False,True,False,False,none,False
ADCY1,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ADCY10,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ADCY2,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ADCY3,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
ADCY4,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
ADCY5,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
ADCY6,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ADCY7,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
