gene,protein_class,secretome_location,secretome_function,is_secreted,is_plasma,is_membrane,is_intracellular,is_secreted_to_blood,secretion_tier,is_structural_ecm
ENSG00000272617,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000272772,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000272822,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000272980,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000273047,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000273049,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000273088,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000273154,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ENSG00000273155,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000273171,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000273217,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000273291,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000273554,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000273748,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000274175,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000274792,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000274944,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000275063,Predicted secreted proteins,Secreted to blood,Immunity,True,False,False,False,True,extended,False
ENSG00000275163,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000275249,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000275674,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000275740,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000275778,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000275869,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000276017,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000276256,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000276302,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000276345,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000276760,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000277400,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000277475,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000277535,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000277630,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000277639,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000277836,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000277856,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000278263,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ENSG00000278384,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000278633,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000278646,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000278704,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000278817,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000279073,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000279983,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000280571,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000280778,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000281039,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000281179,"Immunoglobulin genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ENSG00000281613,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000282218,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000282278,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000282804,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000282936,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000282988,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283128,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283149,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283189,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283201,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283205,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283208,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ENSG00000283321,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283536,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283599,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283761,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000283765,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000283782,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283809,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283886,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000283952,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284057,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284188,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284209,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284292,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284512,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284526,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284554,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284684,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284691,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284732,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000284762,"Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ENSG00000284773,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284776,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000284779,Predicted intracellular proteins,Intracellular and membrane,,False,False,False,True,False,none,False
ENSG00000284797,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000284895,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284906,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284931,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284934,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000284956,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284969,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000284976,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000285025,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285043,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ENSG00000285082,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285085,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285130,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285133,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285188,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285218,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000285245,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285253,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285283,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285304,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285330,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285382,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285404,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285446,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285458,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285471,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285526,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000285547,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285566,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285585,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285625,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285655,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285708,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285733,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285749,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ENSG00000285772,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285827,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285837,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285868,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000285880,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000285920,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285938,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285947,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000285953,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285976,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000285982,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000286015,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286022,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286098,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286112,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286131,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286135,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286143,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286165,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286185,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286190,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000286221,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286224,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000286235,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000286264,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000286268,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000287585,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000287856,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288000,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288053,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000288520,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288529,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288570,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288593,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288608,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288614,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288623,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288625,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288626,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288629,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288634,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288635,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000288636,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288637,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288644,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288645,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288646,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288654,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288658,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000288661,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000288671,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288678,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288681,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000288684,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288695,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000288706,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288708,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288712,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288715,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288716,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288796,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288841,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000288914,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289025,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289027,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289051,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289258,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENSG00000289281,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289282,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289325,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289346,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289360,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289490,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289491,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289653,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289690,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289692,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289694,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289697,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289700,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289710,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289715,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289722,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289723,"Predicted intracellular proteins, T-cell receptor genes",,,False,False,False,True,False,none,False
ENSG00000289724,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289747,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289760,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289761,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289763,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289764,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289766,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289767,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289768,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289791,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000289809,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000290147,"Disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ENSG00000290149,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000290183,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000290184,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000290217,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000290315,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000290316,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000290317,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000290318,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000291239,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000291302,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000291303,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000291312,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000291313,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000291314,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000291315,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENSG00000291316,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENTHD1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENTPD1,"CD markers, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins",,,False,False,True,False,False,none,False
ENTPD2,"Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
ENTPD3,"Enzymes, Metabolic proteins, Predicted membrane proteins",,,False,False,True,False,False,none,False
ENTPD4,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ENTPD5,"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Enzyme,True,True,False,True,True,core,False
ENTPD6,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted to blood,Enzyme,True,False,True,True,True,extended,False
ENTPD7,"Enzymes, Predicted membrane proteins",,,False,False,True,False,False,none,False
ENTPD8,"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
ENTR1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ENTREP1,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENTREP2,"Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,False,True,True,False,none,False
ENTREP3,Predicted membrane proteins,,,False,False,True,False,False,none,False
ENY2,"Essential proteins, Predicted intracellular proteins, Transporters",,,False,False,False,True,False,none,False
EOGT,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Enzyme,False,False,True,True,False,none,False
EOLA1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EOLA2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EOMES,"Disease related genes, Predicted intracellular proteins, Transcription factors",,,False,False,False,True,False,none,False
EP300,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EP400,"Essential proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPAS1,"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors",,,False,True,False,True,False,none,False
EPB41,"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
EPB41L1,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPB41L2,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
EPB41L3,"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
EPB41L4A,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPB41L4B,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPB41L5,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPB42,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPC1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPC2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPCAM,"Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
EPDR1,"Predicted intracellular proteins, Predicted secreted proteins",Secreted in other tissues,No annotated function,True,False,False,True,False,extended,False
EPG5,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPGN,"Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins",Secreted in other tissues,Growth factor,True,False,True,True,False,extended,False
EPHA1,"Cancer-related genes, Enzymes, Plasma proteins, Predicted membrane proteins",,,False,True,True,False,False,none,False
EPHA10,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,False,True,True,False,none,False
EPHA2,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, RAS pathway related proteins",,,False,False,True,False,False,none,False
EPHA3,"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,False,True,True,False,none,False
EPHA4,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",,,False,True,True,True,False,none,False
EPHA5,"Enzymes, Predicted membrane proteins",,,False,False,True,False,False,none,False
EPHA6,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
EPHA7,"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,True,True,True,False,none,False
EPHA8,"Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,False,True,True,False,none,False
EPHB1,"Enzymes, Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
EPHB2,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,Receptor,False,True,True,True,False,none,False
EPHB3,"Cancer-related genes, Enzymes, Predicted membrane proteins",,,False,False,True,False,False,none,False
EPHB4,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
EPHB6,"Predicted intracellular proteins, Predicted membrane proteins",Intracellular and membrane,,False,False,True,True,False,none,False
EPHX1,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPHX2,"Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPHX3,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPHX4,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPM2A,"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPM2AIP1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPN1,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPN2,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPN3,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPO,"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Predicted secreted proteins",Secreted to blood,Hormone,True,False,False,False,True,extended,False
EPOP,"Essential proteins, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPOR,"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins",Intracellular and membrane,Receptor,False,False,True,False,False,none,False
EPPIN,"Predicted intracellular proteins, Predicted secreted proteins",Secreted in male reproductive system,Enzyme inhibitor,True,False,False,True,False,extended,False
EPPIN-WFDC6,Predicted secreted proteins,Secreted in male reproductive system,Enzyme inhibitor,True,False,False,False,False,extended,False
EPPK1,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPRS1,"Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPS15,"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPS15L1,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPS8,"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
EPS8L1,Predicted intracellular proteins,,,False,False,False,True,False,none,False
EPS8L2,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPS8L3,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPSTI1,"Predicted intracellular proteins, Predicted membrane proteins",,,False,False,True,True,False,none,False
EPX,"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
EPYC,"Plasma proteins, Predicted secreted proteins",Secreted to extracellular matrix,No annotated function,True,True,False,False,False,core,True
EQTN,"Predicted membrane proteins, Predicted secreted proteins",Secreted in male reproductive system,No annotated function,True,False,True,False,False,extended,False
ERAL1,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ERAP1,"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Immunity,True,True,False,True,True,core,False
ERAP2,"Enzymes, Predicted intracellular proteins, Predicted secreted proteins",Secreted to blood,Immunity,True,False,False,True,True,extended,False
ERAS,"Enzymes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ERBB2,"Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ERBB3,"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters",Secreted - unknown location,Receptor,True,True,True,True,False,core,False
ERBB4,"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters",,,False,True,True,True,False,none,False
ERBIN,Predicted intracellular proteins,,,False,False,False,True,False,none,False
ERC1,"Cancer-related genes, Disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ERC2,"Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ERCC1,"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ERCC2,"Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins",,,False,False,False,True,False,none,False
ERCC3,"Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins",,,False,True,False,True,False,none,False
ERCC4,"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins",,,False,True,False,True,False,none,False
