gene,ACC,BLCA,BRCA,CESC,CHOL,COAD,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,READ,SARC,SKCM,STAD,TGCT,THCA,UCEC,UCS,UVM
PORCN,1095.5800,243.7410,194.3500,297.9970,158.5125,163.3945,203.5487,323.3115,342.4320,243.8560,130.9530,163.5875,435.1260,104.6850,215.7830,290.2030,149.2560,298.5535,237.7115,419.3320,192.4040,175.6212,269.9480,240.7430,157.5266,241.7725,453.0160,534.5272,218.4010,168.1535
POSTN,198.1550,1894.0500,18180.5000,380.6310,1196.8200,2197.5493,3095.8663,660.7065,3460.6450,166.1035,1436.8400,182.3125,3.5714,120.5220,3736.8300,4862.4000,4250.1500,588.1943,7465.6300,337.9450,711.6100,1955.4191,6605.1100,2172.5100,4168.5179,662.0125,722.7730,305.3150,2494.5900,84.0596
PPBP,0.4738,0.7919,0.0000,1.2517,1.0624,8.7008,2.8957,4.9838,3.9294,0.4201,3.4148,1.1706,1.3537,0.5755,4.4486,1.2581,1.1919,0.7811,3.4386,2.5353,0.0000,9.9732,0.4778,0.0000,2.1390,0.0000,2.2391,0.7947,1.6191,0.0000
PPIA,6225.1900,6487.2500,4859.3900,6399.8100,5083.1100,6022.8400,5770.1393,7940.1950,5485.1600,5293.2700,4444.4900,5556.5800,3260.9600,5640.0300,4840.7600,5584.9000,5089.0000,5333.2938,4209.3950,3761.0100,3804.5600,6284.8500,3606.0900,6821.8400,5601.4311,5968.9900,3243.3200,5300.6880,5764.6000,7012.2700
PPY,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1570,360.5080,0.0000,0.0000,0.0000,0.0000,0.0000,0.1570,0.9149,0.0000,0.0000,0.0000,0.0000
NPY4R,0.0000,4.1230,0.7597,5.6259,12.6102,28.6111,13.2104,0.4431,8.2740,0.0000,2.4467,1.9098,1.0134,0.0000,9.7587,6.9930,57.1615,2.9338,19.0398,0.0000,112.5400,37.2957,0.3516,0.3555,15.7585,0.5794,0.8234,0.0000,0.8347,0.0000
PRL,1.0748,0.0000,0.0000,0.0000,0.0000,0.0000,0.3019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3019,0.5128,0.0000,0.0000,0.0000,0.9527,0.0000,0.7449,0.4288,0.0000,0.6550,14.9105,0.3939
PRLH,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PRLHR,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0746,0.6842,0.0000,0.0000,0.0000,0.0000,81.1722,0.0000,0.0000,0.0000,0.0000,0.0746,1.3852,1345.7000,0.4335,0.0000,0.0000,0.0000,0.3232,1.4354,0.0000,0.0000,0.0000,0.0000
PRLR,1202.1100,12.8042,4265.5000,49.3229,282.1510,454.0290,72.5683,5.6781,27.1208,2033.2450,154.0020,69.9169,6.6520,724.3170,74.8576,43.6072,17.8959,27.7650,84.1386,208.6060,143.0840,544.1940,36.4617,10.5192,159.3833,44.9046,6.2569,241.0904,84.6256,6.6296
PROK1,3.7477,1.0317,1.0074,1.5990,0.5010,0.0000,-0.0463,9.4418,0.0000,0.3355,0.5621,0.4477,6.9713,1.3803,0.4679,0.4023,0.4798,2.0273,2.1466,0.8751,37.5469,0.0000,0.9836,0.5684,0.0762,8.7735,1.8216,1.2178,2.0636,0.7286
PROK2,0.4408,0.7908,0.3308,1.4772,0.5980,3.6469,2.6114,5.1298,2.3455,0.9810,2.4941,0.5806,1.1280,0.5504,2.1861,2.7298,0.8384,3.4569,1.5884,6.2750,0.3612,2.6986,1.2526,0.7040,3.8466,7.6205,0.3395,2.1185,21.3391,0.0000
PROKR1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1899,0.4308,0.0000,0.0000,0.3681,0.0000,0.0000,0.0000,0.4439,0.4484,0.0000,0.3056,0.0000,36.7647,0.3710,0.0000,0.3857,0.0000,-0.1159,1.2159,0.0000,0.0000,1.3310,0.0000
PROKR2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7963,0.0000,0.0000,0.0000,0.0000,10.7928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4056,0.0000,0.0000,0.0000,0.0000
PROS1,322.1830,224.5850,356.1720,260.4590,1198.1200,583.0918,618.6291,1244.3000,406.5245,160.8280,3306.3400,1874.8900,464.0355,5089.0400,819.1330,728.6450,1787.9300,461.4025,1051.2850,595.5240,560.0600,594.3755,1263.8500,1458.9500,585.6879,309.7385,5889.5100,176.5952,342.3740,680.7205
PRSS1,0.0000,0.6987,0.2893,0.0000,0.9842,2.4390,1.7221,0.0000,0.0000,7.9282,0.0000,0.0000,0.0000,0.0000,2.0411,4.9132,0.0000,114.0597,1745.7400,0.0000,0.0000,1.5532,0.0000,0.0000,27.7009,0.4619,18.2540,6.8328,2.1304,0.0000
PRSS3,0.0000,67.8854,0.9980,11.6605,83.8796,1743.5851,1113.6410,23.2620,119.1065,1.6119,0.9198,0.0000,27.7797,29.7350,7.2904,20.2397,0.9947,27.4549,1954.8900,1190.7900,1.0718,2040.7400,1.8244,7.2302,3151.7686,1.5844,7.1836,12.1333,16.8618,0.0000
PSAP,37832.2000,25549.3500,32645.6000,20869.6000,29291.7000,20792.4500,21011.5774,40365.1000,26090.7500,31803.4500,40146.1000,54267.9500,39947.5500,34600.5000,38172.4000,34756.4000,55775.5000,31438.4593,34314.8500,52467.7000,30056.8000,19379.9500,39852.0000,50403.0000,26480.1653,29601.0000,41388.4000,27090.3710,25635.2000,34178.3500
PSPN,1.3164,0.7239,0.5066,1.0248,1.0952,0.7350,0.4393,1.3652,0.5345,0.8103,0.6388,1.9826,1.4436,0.9418,0.4515,0.4958,2.6435,0.6420,0.7772,2.3364,1.1579,0.9069,1.8641,0.7835,0.4063,1.0646,1.2650,1.8541,1.4060,1.5804
PTCH1,165.0480,179.8660,120.7810,145.1480,331.6710,816.3175,370.8620,530.2825,162.9775,658.7300,296.9380,214.1090,1387.2450,138.8890,262.6740,283.8470,233.9000,338.4232,507.0895,399.2470,640.8530,1009.1292,213.9240,279.8270,498.4852,1069.4450,358.5510,463.2265,302.2710,379.2665
PTCH2,21.8971,9.0299,20.5515,8.4076,15.6129,14.5147,8.5920,129.8490,6.4964,3.8624,19.2890,16.2938,111.7055,6.2657,10.8872,12.6065,26.6785,17.4944,63.2130,21.3831,30.6041,16.0905,45.6299,9.6559,17.0319,413.3400,20.3291,49.2458,54.3326,6.9894
PTH1R,60.4183,8.7530,19.1674,7.0467,56.2886,2.6182,4.4435,110.9285,11.1113,15.9946,279.1510,1533.8050,199.9915,34.0069,27.1636,14.8671,18.4311,12.0402,53.2012,37.1084,18.1377,3.4992,95.4074,14.8867,5.6331,254.3925,10.7258,19.8285,307.5470,23.4686
PTH2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5186,0.0000,0.0000,0.0000,0.0000
PTH2R,0.7093,2.0085,10.1905,0.5426,2.8856,0.0550,0.6308,4.0686,1.4114,0.9500,52.7142,87.8364,7.2263,1.5083,1.9391,6.2077,4.7232,155.7007,3.6067,1.0560,4.9950,0.0550,2.1695,0.7040,0.5194,11.8072,0.7485,3.9173,9.9268,0.0000
PTH,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0110,0.0000,0.0000,0.0000,0.0000,0.0000
PTHLH,39.3305,92.7150,66.9456,210.9130,277.2290,19.5535,222.5941,94.6547,2932.0950,16.8731,137.7170,4.8316,43.3264,7.4875,39.4737,1709.7500,49.3827,20.8423,101.7295,20.3616,23.8267,24.9985,68.2372,26.5047,35.6920,72.2647,17.8923,71.5981,80.1034,2.3661
PTN,42.7888,216.7295,157.4410,104.4890,49.3451,33.1025,125.1220,14379.2000,134.6500,139.2735,206.4760,95.0359,5968.6550,29.1457,81.2322,366.4080,210.7310,340.2496,114.9570,2375.5400,837.3770,40.5580,1224.6100,36.5738,99.1500,357.4970,95.4341,205.2000,954.8840,25.6930
PTPRB,293.0790,309.7355,490.5600,194.3630,414.9060,788.6460,451.6112,329.7380,216.6545,800.5005,3275.4900,225.2810,647.6015,408.9940,623.3790,318.4480,217.6770,137.5440,855.7040,1182.0800,492.1430,716.3210,549.2900,163.9820,690.2241,278.8750,1050.9100,261.5392,178.4850,208.0725
PTPRC,76.9720,240.3960,753.5480,494.6510,411.5325,383.7806,586.8030,602.9435,522.3880,284.3880,1530.6300,408.3170,277.4335,236.2170,1330.2400,847.9640,763.9520,403.8511,762.9130,127.1420,292.0270,335.1190,460.9780,168.0700,1094.3265,1014.9700,304.7060,258.5022,120.7470,29.5829
PTPRF,1373.5200,11665.0000,13049.2000,12253.9000,17398.9000,7926.9450,13005.6356,3222.4850,13547.1500,5046.6750,5053.7900,5465.1450,3584.8400,8458.9400,9204.1200,13685.5000,19351.7000,14281.6819,7835.0650,1769.7700,14493.9000,7985.6150,1507.8200,1351.2000,7906.3384,4501.2550,8204.2600,9033.9443,5483.7700,1841.8650
PTPRM,720.9820,1066.3050,735.9290,156.7590,1757.6950,233.8682,460.7243,422.1720,304.8755,819.0850,3737.4400,2089.9450,876.7250,729.6040,835.2890,392.0360,461.6650,520.1131,1196.4000,3952.8300,1106.3800,274.3935,1502.3100,2868.8400,606.5161,639.3595,4869.1600,727.7950,601.2270,3170.0000
PTPRZ1,4.1609,4.2885,8.0619,309.0560,2.9574,1.2294,472.1578,32670.4500,2135.1850,0.3923,0.9002,0.2435,32104.8000,1.1009,27.8989,1932.4100,19.2959,1.2796,58.0808,55.1302,21.6702,0.9777,4.6382,1215.0300,38.3386,25.5498,1.4313,0.4430,4.5695,152.0760
PVR,2365.5100,1087.4500,509.1150,1070.3400,1739.6300,1738.8350,1274.3527,589.0120,1299.6550,2255.8950,950.3060,1240.2500,381.6300,2051.1800,1192.2900,1013.9600,1015.5600,688.7506,1461.1200,1402.1800,1209.1900,1771.0200,899.0560,991.1000,1327.9441,1452.7300,621.6970,1052.7887,1017.0500,865.1465
NECTIN1,361.6790,6068.2750,1052.3300,5913.4100,844.4930,1992.8766,4309.0293,638.7755,10726.9000,234.4990,400.0000,460.4375,1654.4450,411.0110,890.0000,9997.3500,424.6170,643.9547,969.7495,1466.3800,1018.0000,2197.4350,594.3870,936.7950,1146.4082,772.5140,247.8440,1152.2303,1310.7000,827.6340
NECTIN2,3791.3400,3140.5600,4632.1800,2575.9400,4608.7450,2621.4050,2024.1482,1393.2600,2153.8550,2691.6150,1815.9100,2656.2900,664.8375,5000.1800,3099.4700,1992.1600,4444.5100,3384.0738,3769.7150,1759.9400,5425.1200,2618.4900,1718.8200,1400.4500,2899.6990,2281.3250,2445.2500,3800.1158,3292.9000,2151.4050
NECTIN3,106.6990,60.7710,35.1562,40.3345,243.6820,267.1545,110.7205,137.1765,37.7730,273.9750,235.2140,213.2745,219.1180,193.7340,121.5230,93.2549,185.8010,364.8880,202.5935,102.3170,343.4330,261.4448,132.8840,49.1329,354.5842,58.8141,326.6740,142.2692,160.6190,13.1490
NECTIN4,1.1732,3834.5250,1462.0500,3387.0300,807.4030,340.5615,1257.1497,4.7022,2662.1650,15.4784,8.0311,5.3133,1.4226,5.7208,1294.5900,1855.7900,16.3607,732.5193,1171.8900,3.9766,743.0490,303.3820,12.0527,49.6753,456.4835,172.4200,643.1620,736.4635,197.5310,0.9235
PYY,0.0000,0.0000,1.2600,0.0000,0.0000,0.9402,-0.4353,0.4297,0.0000,33.6602,0.0000,0.0000,0.4481,0.0000,0.0000,0.0000,0.5904,0.2403,2.8354,0.0000,0.0000,4.3760,0.3857,0.0000,-0.2031,224.9570,0.7067,30.7069,2.0294,5.7581
QRFP,1.1177,1.4665,0.6207,1.4493,1.2282,1.2850,0.9409,0.9466,1.2399,1.3245,0.8303,0.7589,0.5783,0.0000,0.9988,1.3903,1.0881,1.0298,1.0246,0.7838,4.1762,1.3201,1.9892,0.8699,0.5587,5.0598,0.9482,0.9719,1.8735,1.7176
QRFPR,6.5818,0.0000,1.2402,0.0000,1.0616,0.3712,2.9144,2.0391,1.2232,4.1481,323.7450,190.1210,6.3614,0.6757,0.0000,1.8622,0.6098,-0.2082,0.0000,7.7332,0.8446,0.4568,0.6282,0.8897,0.2095,1.3325,12.6947,0.0000,0.4502,2.7206
RAET1E,29.9716,35.4315,11.0430,65.6253,1.9548,6.2442,18.7961,3.3270,139.1775,3.3249,11.1157,0.9164,3.4440,1.9822,10.0548,9.4129,152.4940,2.0115,6.2724,5.1388,2.2514,6.1273,8.0914,3.2289,5.3166,0.9358,15.0865,3.8773,2.8334,0.0000
RAET1G,170.5740,70.3449,4.5645,81.5991,1.8142,6.5872,26.1591,2.7820,136.6290,5.2172,10.5739,3.0359,2.7096,2.2650,8.0719,36.9830,140.7970,2.6709,10.1212,9.7823,5.0639,6.5359,17.9543,6.0858,6.3334,4.0064,31.7805,9.0256,9.6766,1.4212
RARRES2,7898.5900,633.3285,656.9580,494.1570,2524.8150,630.7749,346.1044,754.5640,325.7845,2882.7500,3888.2800,4221.9450,39.9901,20236.6000,1261.8700,1069.3900,7335.6100,1584.6069,2251.4200,216.5720,555.6840,645.5744,1334.9900,237.5250,705.1007,568.0730,369.4760,709.0018,670.2590,1117.5450
RELN,15.9652,3.2577,11.8776,4.0816,75.2271,7.2037,6.8539,23.4716,11.9751,19.9371,19.6765,557.6245,174.3915,491.0440,21.2072,14.1715,12.4760,16.3637,75.5622,432.4690,109.2580,7.3893,11.3732,7.6895,13.6043,51.7709,3.6194,8.5930,82.6250,3.4038
RET,20.4082,12.5579,594.1050,12.6364,16.8046,19.7163,19.5289,57.1752,52.8979,32.0139,13.7342,6.8424,204.2595,5.6825,27.8305,27.4880,61.3333,73.6018,36.6038,10975.7000,238.7310,21.7430,33.1174,6.6814,24.3136,175.7995,18.4524,28.2636,109.9430,10.8625
RETN,0.0000,0.7192,0.2693,0.3741,0.8207,0.4374,0.3803,0.9426,0.9581,0.0000,0.7153,0.6792,0.0000,0.0000,7.6271,1.5661,1.8329,0.0158,10.2119,0.0000,0.0000,0.3664,0.7213,0.3164,0.5808,1.2125,1.4329,0.4266,0.7015,0.0000
RLN1,0.0000,1.3664,2.0704,0.6330,0.4915,0.9310,1.0520,1.4089,0.4528,1.4398,0.9265,1.5555,0.8682,0.0000,1.0704,0.8420,0.4922,3.1801,0.6946,0.5311,113.4960,1.2877,0.3857,0.4204,1.3371,1.3441,1.2296,1.0452,1.1683,0.3508
RLN3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5317,0.0000,0.0000,0.0000,0.0000,0.7651,0.0000,0.0000,0.7298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
RNF43,431.2980,274.9670,511.9690,504.2590,515.6505,5824.7422,700.5882,8.1515,563.1150,334.5770,74.8705,287.5025,15.8916,503.4790,755.3360,746.5990,33.3084,602.4716,562.2080,13.5593,1027.8800,6843.8200,5.2083,398.4710,708.1879,365.5785,183.5380,612.3089,267.6420,128.7085
ROR1,20.1729,7.2310,37.2908,6.6445,43.8114,12.7672,33.3667,35.9885,18.5829,30.8970,68.1001,42.4228,10.6966,5.0946,57.9515,18.3040,278.7160,83.8448,98.4703,7.2126,59.0590,11.9275,225.7790,24.1149,91.5468,19.4679,22.2314,30.6059,75.5724,1.8956
ROR2,251.2140,139.5670,412.4690,158.2530,48.6724,104.7015,165.2431,27.7570,277.8635,20.0256,50.7365,21.1585,9.9375,23.4234,142.0200,273.1610,1618.9800,300.4582,434.2185,963.2470,365.5420,108.4174,1039.8800,49.1282,165.0245,460.7060,152.8470,510.7286,830.5860,8.7183
RPL13A,19750.0000,19723.9000,14475.1000,14482.8000,20954.2000,23169.4243,13128.2348,3691.8400,8440.2400,13552.8500,13227.6000,13430.6500,9521.6350,13984.5000,13878.0000,14975.3000,22037.1000,18464.0104,18036.2000,13789.2000,30590.2000,23548.0225,8402.6100,16941.1000,16529.8614,25463.5500,18860.1000,24833.6626,31963.4000,50645.3000
RPLP0,20944.5000,29756.2000,21598.6000,25103.3000,31790.5500,37856.4500,24164.2771,17372.0500,19571.5000,18068.5500,22357.9000,18493.0500,14917.4500,24233.7000,21003.1000,29427.2000,33643.8000,42841.4776,22634.6500,12450.1000,31566.1000,37761.0000,18446.6000,24419.5000,27945.7952,47016.9500,19323.9000,35213.4403,36279.2000,53093.0000
RSPO1,0.0000,1.6810,13.3111,4.4250,1.0119,1.5154,1.8968,0.4582,4.3909,0.0000,0.0000,0.0000,0.9203,0.0000,6.0716,3.1451,1336.7300,228.8283,11.7165,6.8620,23.8981,1.6029,1.9380,3.1786,6.1471,6.1923,0.7628,9.0137,11.2241,0.1583
RSPO2,0.5400,1.4857,0.2709,0.0000,1.0850,3.3577,3.0304,24.7425,0.3983,0.0000,0.0000,0.0000,40.3612,1.1365,8.6718,3.2895,2.9840,0.4410,4.2369,9.7288,48.9286,5.8200,7.9545,0.0000,8.4376,3.0266,0.5599,0.9427,6.6941,0.3828
RSPO3,1.4798,19.0466,43.8712,16.8204,12.9597,34.5842,43.7576,3.6905,14.1227,132.0655,30.4612,4.2822,12.5057,3.4325,43.2546,30.8708,32.3317,105.8449,80.0023,27.9070,75.8374,30.5492,191.2800,7.2239,125.5452,94.1633,11.6679,43.3127,257.8160,2.0048
RSPO4,3.8810,12.2476,4.7084,1.4533,5.9675,0.8905,4.3299,12.2348,3.7370,2.9832,4.4796,8.8196,21.8149,1.2848,20.4918,14.0406,27.8931,120.5285,3.1395,262.3600,2.9688,1.4493,3.3457,17.9844,1.8568,43.6663,316.3350,6.9835,195.8630,9.7001
RXFP1,1.9952,1.2228,0.7171,2.4495,2.8952,0.9990,1.6657,1.9140,1.5618,5.0916,25.2983,3.1212,6.6070,1.3652,5.1546,4.2001,0.6534,3.5737,3.6413,6.8085,3.7453,1.5996,2.8397,0.6475,1.6685,1.0762,2.1834,31.7703,7.4553,0.4407
RXFP2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1261,0.0000,0.0000,0.0000,0.0000,0.0000
RXFP3,1.3552,0.0000,0.3870,0.0000,0.0000,0.0000,0.3191,0.0000,0.3403,0.0000,0.0000,0.0000,0.4194,0.0000,0.0000,0.3276,0.0000,0.0926,0.8165,3.4052,0.0188,0.0000,0.0000,0.0000,0.1227,0.0000,0.0000,0.0000,0.0000,0.0000
RXFP4,0.0000,0.4431,0.2334,0.4919,0.4224,29.7471,0.4315,0.5123,0.0000,0.7866,0.3729,1.0032,0.4133,0.0000,0.6333,0.2663,0.0000,1.3205,6.3343,0.0000,0.0000,36.9510,0.3978,0.0000,3.0666,0.0000,1.2251,1.9757,1.3238,0.0000
RYK,714.6330,1430.7000,1283.2800,1482.1100,1236.8700,1185.0050,1306.8267,878.4500,1349.4900,1155.1250,974.3220,995.4635,667.0980,623.7100,1153.3300,2051.4000,1473.1000,1787.7917,1063.2800,398.2370,1286.1900,1278.1973,1098.5900,896.7850,1083.7890,1196.2150,1593.2700,1261.3088,1547.9600,469.1545
SAA1,1.4094,35.5303,219.8950,248.1810,83.0515,57.9220,239.0447,47.3882,403.8400,1.4805,16.2671,45.3432,0.0000,3036.6500,81.8182,163.9970,1374.3700,85.1413,267.8100,0.0000,32.5939,61.3394,2.1151,10.3230,87.2850,1.5545,2.7161,177.6216,25.0120,0.6136
SCGB3A2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1246.0300,337.4420,0.0000,0.0671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0671,147.3240,0.0000,0.0000,0.0000,0.0000
SCT,0.0000,1.6293,5.2684,1.0696,1.5127,2.6771,0.9305,0.0000,4.8307,0.3679,0.3053,1.1994,1.8465,0.7014,3.6574,3.6052,3.2135,3.3271,20.3307,0.4969,0.6904,4.0233,1.6090,0.5342,1.3830,4.8269,1.5568,1.1335,1.6191,1.4042
SCTR,0.7628,0.2785,0.0000,0.3047,1784.9700,0.4275,0.9466,0.4657,0.3171,0.7833,19.3592,4.1320,0.6688,5.0946,157.7930,16.8963,4.5100,0.4177,569.1800,0.7654,0.0000,0.4597,0.7682,0.0000,2.8471,1.7119,2.1861,2.1970,6.2029,0.0000
SDC1,2672.5700,28027.1000,6331.9100,19964.6000,9809.9750,6478.5910,9915.9375,319.6205,27897.9000,1614.3750,2817.5400,5046.5200,60.6265,20613.2000,11929.5000,20967.6000,949.3230,1263.4692,7669.4450,151.1440,1811.7900,6138.3353,1447.8000,1450.4100,4782.2482,968.1220,3213.3500,3670.2900,2817.0200,417.4260
SDC2,1181.6400,611.8920,1650.6000,312.1200,878.2335,670.6870,598.6962,1583.5650,546.1240,8786.8900,3594.8500,2334.4150,817.2140,11004.6000,821.5640,904.8660,1387.5400,789.4240,1405.0600,3528.7800,1557.2700,650.1830,5003.9500,904.1440,1029.2083,1915.2300,7417.1600,1498.3114,3375.6300,115.8990
SDC3,8979.2600,1369.4100,2158.5600,1229.2200,1851.2850,1499.0450,1148.6460,13991.7000,1203.9500,761.3450,2355.8200,2023.1050,14626.5000,1129.0500,2266.0500,1516.3900,2234.6900,2615.9541,1868.7900,2180.9200,1816.2500,1599.4661,4769.8800,13835.5000,1567.7064,2079.7150,2668.1400,2608.9214,3807.2700,6160.2050
SDC4,3940.8000,8559.3100,5741.7200,8332.6200,10475.5000,5553.8063,6008.5806,1603.5150,7685.2850,26282.4500,6342.0900,12425.0000,705.5930,9671.5000,9631.2100,4823.1100,4310.1200,5319.9006,9197.0500,1075.1400,2228.5900,5942.6750,1769.3300,1416.8300,6417.4533,2206.2850,20716.0000,4585.2352,2080.3000,848.9075
SDHA,6113.0000,2724.7150,2180.8900,2994.3100,3017.6400,2988.0621,2792.1406,1912.5000,2613.4350,12758.7000,4132.0200,5522.2500,2537.8400,5582.5100,2429.7600,2911.4100,2323.9000,2901.1091,2467.8800,2370.0600,2066.2400,2769.3600,2453.0200,2846.9800,3230.3950,1498.2800,1617.9700,2457.3432,2602.7400,5398.7850
SELE,3.2431,63.2981,97.9175,22.7374,23.8851,41.9459,158.5791,3.1143,125.3630,26.4241,61.5744,4.1438,1.2089,25.2135,25.2738,37.3191,38.3865,10.5522,53.0855,24.3461,197.0600,39.0349,12.1090,37.6103,138.8380,20.4055,96.6074,11.7947,6.6460,0.8357
SELL,23.0303,167.1805,190.0340,104.8510,128.5555,83.5881,91.0456,188.0560,138.3200,77.8940,234.7340,86.4216,734.5680,83.8415,343.0950,211.9520,210.3860,98.3212,277.1855,43.9693,68.0134,75.5644,99.8440,87.0106,233.0078,327.9570,171.2530,74.3152,55.9559,19.5211
SELP,7.7763,46.9566,86.9868,27.4574,35.1362,34.8949,69.6390,0.9079,60.2152,54.3232,186.9200,40.0716,0.5776,20.2020,116.0940,75.1534,106.0510,21.2812,200.9080,103.6700,230.9190,42.8526,26.0146,28.2686,139.9885,32.1334,162.4120,34.7097,8.1177,22.3266
SELPLG,116.4350,208.4700,496.3050,339.9840,305.7530,237.0798,176.8029,844.4740,368.0050,187.1775,637.5270,422.0700,835.5840,197.9060,792.0740,409.9310,695.2530,305.0989,1075.6450,147.0100,153.3630,215.7925,439.7730,271.8120,384.8250,525.7000,316.7390,262.7605,138.3570,109.0035
SEMA3A,4.0696,57.8955,33.0332,43.0464,21.6841,170.3225,144.1564,153.7590,88.4745,10.4432,24.1657,5.1479,49.7972,7.8563,180.9760,137.3430,100.2240,162.8853,148.8470,8.0613,26.1078,180.4501,80.5254,37.0213,139.6905,246.3275,48.9668,87.3015,384.9600,6.3750
SEMA3B,1774.2300,222.4050,363.8910,304.0940,446.9865,696.5360,267.3914,724.6035,138.2575,849.7065,293.3280,1528.3000,954.9970,155.6310,429.8970,139.6860,3580.6100,1225.8384,1368.8000,132.5050,339.6790,757.4465,338.1710,1260.6500,658.9005,161.9400,484.3120,625.7521,632.8120,384.7445
SEMA3C,30.4790,2381.4300,2563.8600,831.2430,345.4575,1465.5493,1564.9976,135.4690,1666.6800,4852.6000,401.4750,259.6655,182.7740,13.1387,945.2240,1228.9100,6882.9600,806.3468,1657.0300,92.2312,2329.2200,1637.2490,2202.7300,1020.8500,1224.2793,77.6752,65.3546,1055.9081,973.1150,93.3092
SEMA3D,4.9261,42.1180,50.6669,7.0574,14.2571,6.8464,49.1114,17.3606,50.7053,11.9716,64.4024,21.2437,219.0650,11.4114,41.5167,138.5210,68.2927,52.8121,32.2090,7.7845,142.8190,8.9096,41.5390,62.4600,31.5341,40.3356,46.4476,71.9873,110.5090,2.1224
SEMA3E,0.0000,21.9389,128.2240,0.9681,254.2695,2.1604,25.5945,76.3832,1.3910,0.4193,0.7399,2.5148,23.7276,0.6374,100.9200,17.9252,13.6170,61.3067,89.8245,0.3997,152.6970,2.6703,11.7008,4.2017,44.5264,35.8973,62.1732,70.5349,65.0735,4.0313
SEMA3F,544.4550,3166.6500,1988.7200,2917.4000,366.5355,705.7545,1223.5562,267.4085,2099.9250,3663.3600,2426.9100,724.0290,50.8707,433.5140,638.4530,1856.1800,1020.4500,1657.2266,677.3335,629.4350,1103.9900,812.4444,735.3660,254.4440,602.6381,396.6110,1876.4000,1390.9451,1688.5400,124.6835
SEMA3G,131.2470,111.2775,344.5910,57.8197,138.7625,71.7777,97.4657,74.3767,85.6936,322.2510,487.4370,95.7075,270.6085,242.1940,137.2770,107.2370,103.7310,83.7704,263.8215,589.8480,211.7690,81.9534,292.9460,68.6306,161.3927,158.9730,372.6990,177.2084,143.4100,37.4998
SEMA4A,21.8405,947.8480,791.1750,946.7530,238.4650,253.0242,596.7159,133.2545,983.6050,178.8605,305.2530,184.9115,308.8640,58.5963,911.9540,1388.3400,209.6090,488.1517,356.3670,45.4133,1485.2200,237.5443,146.9190,230.9390,284.3824,835.7910,1256.3500,736.4499,261.8000,279.8890
SEMA4C,391.2840,1242.1300,1058.2700,1089.9300,1034.4250,777.1040,838.0496,972.2960,924.7620,302.5620,970.6070,527.5485,1074.0300,691.9320,1316.9400,1247.4200,1419.3800,1501.7363,1088.5000,1085.9800,1121.0000,835.0350,1443.1200,1891.8600,695.0533,3067.9950,1042.4500,1438.9105,2170.4700,1529.9950
SEMA4D,495.7880,741.4020,640.6880,939.3910,447.4865,863.9800,1000.3607,586.7000,760.9005,856.6585,1187.9400,1843.8700,1283.2050,130.6570,960.0820,934.9170,1248.4400,951.2895,994.7435,828.5470,802.7110,913.5475,296.0100,347.4670,909.4179,1495.3050,714.0760,1078.9406,574.8940,443.2035
