gene,ACC,BLCA,BRCA,CESC,CHOL,COAD,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,READ,SARC,SKCM,STAD,TGCT,THCA,UCEC,UCS,UVM
CTF1,74.8299,192.2400,86.1107,113.8430,149.7850,17.9199,57.2027,113.5095,69.8945,123.5725,99.2259,404.8630,42.6373,12.2265,166.3820,122.3080,109.3160,187.5193,119.9840,18.8249,102.7290,20.3170,167.4100,30.4458,43.8845,39.0621,402.1510,201.7520,109.1390,130.6485
CTLA4,1.7275,30.9775,23.4165,55.1113,14.3421,27.8619,52.9907,5.9463,72.1567,1.7767,22.3826,7.0786,3.1677,15.4696,66.9180,47.4410,25.0700,15.8606,38.3496,2.9289,13.5237,26.1086,13.2576,32.4759,63.6618,89.5892,13.7047,21.1732,8.6789,0.4533
CTSG,0.0000,7.3603,13.3285,1.9683,1.4049,3.7222,2.5612,0.0000,16.7950,0.6417,9.1676,13.3778,0.0000,3.1978,11.6361,7.5970,6.4652,0.3419,17.6179,0.9095,10.3550,3.3711,21.5918,9.1619,4.6557,0.5705,1.9011,0.4128,2.6042,0.0000
CX3CL1,417.2060,373.9895,759.9480,1369.1500,2192.2150,419.4191,439.3333,1454.2800,832.5440,2208.7250,5189.8900,4222.7450,2350.9800,795.0970,1386.3900,2040.3300,135.1110,577.6221,1483.2500,931.8930,1237.4600,432.2865,777.0430,1000.0000,452.5260,309.1910,2274.2300,1653.8783,956.6300,371.4025
CX3CR1,29.0276,10.0123,130.1390,17.4927,37.4597,12.9687,10.3042,1135.5350,20.9932,76.8361,369.7530,147.4320,1078.7500,28.8040,66.2800,25.0883,186.8270,120.7361,54.6891,50.1053,66.7094,12.1007,43.2817,17.8509,23.7972,38.2268,116.5840,25.8813,24.4399,29.5170
CXCL10,22.5941,240.4340,429.5890,796.9680,160.7495,275.6180,293.7548,197.7245,909.4515,104.7711,468.0920,34.1937,8.4702,323.6960,379.7210,511.3930,351.1900,1180.3958,121.9630,14.1801,155.0540,220.2530,153.7110,159.4700,421.1668,630.1035,53.8576,231.4300,97.7956,8.0904
CXCL11,5.5572,54.9963,121.9400,204.7940,38.8166,140.7650,77.2424,38.4709,193.8300,16.9575,104.3030,5.6281,4.6016,32.2086,79.0853,83.9329,54.3590,168.0093,55.1699,3.8492,101.2180,95.3674,34.8719,31.9917,110.8134,186.9620,15.7773,59.0981,23.8576,2.2266
CXCL12,160.2470,253.7395,2001.8700,159.3160,1801.3250,310.6835,229.0823,367.5660,408.0140,212.7575,1497.7200,650.4095,379.1475,703.7950,633.3030,488.2420,2520.9800,700.0070,1051.0550,558.7410,517.2110,349.2312,2829.0200,562.7530,531.9941,1503.1000,822.1400,306.5970,1470.6700,128.9970
CXCL1,1.4213,164.1485,7.2464,1140.2000,960.6110,1176.9803,820.9294,22.9901,749.6810,1.8607,59.4612,226.4405,8.1840,38.7864,266.5130,574.2040,139.8290,109.4062,296.0655,5.5147,47.8606,1278.6871,11.5191,131.7100,776.4729,12.7638,7.5355,107.2811,134.8950,0.8832
CXCL13,1.6562,105.7645,108.6240,145.5040,4.9678,67.3855,151.0993,4.6446,361.0935,2.8504,42.1346,1.9222,1.9021,11.9352,411.7650,385.5790,73.7360,65.6110,66.9608,3.6088,16.9692,44.4781,22.0014,59.3487,328.7347,176.0880,8.6014,60.8205,25.9271,0.4060
CXCL16,445.8220,1081.4300,1252.1800,1990.6900,1052.4300,2012.5667,1476.9522,1952.1850,1380.4800,547.1535,1686.4800,3131.3950,1148.8250,1340.1700,2768.7300,1506.3000,1579.7900,2457.7288,2692.0750,431.4720,935.4630,1751.1550,753.9210,516.8300,2992.4691,759.9385,1172.0900,1395.6892,628.6460,338.9810
CXCL2,11.3495,48.0825,13.9600,86.1115,397.5395,303.4355,177.0301,65.8995,72.7078,2.6723,85.3211,76.8665,56.4734,502.4570,380.7020,138.0580,110.1260,52.2648,156.0905,34.6386,41.6667,394.9017,25.8824,13.7221,332.3577,12.4664,140.7620,60.9309,26.1210,0.8713
CXCL3,0.7746,12.8019,2.0687,41.3589,42.2923,571.3236,100.5277,28.3646,37.6803,0.3891,7.1755,11.2325,11.1658,5.0152,44.8505,39.1782,11.7023,24.5080,96.9517,1.9753,7.4850,569.1250,5.2373,6.9572,365.5178,3.3810,6.5669,48.2844,12.5518,0.4153
CXCL5,0.8053,18.3090,2.1864,18.5824,218.6580,140.1426,124.4539,29.6559,55.2359,0.7401,18.8861,43.1693,31.9429,4.0323,91.9952,51.6800,3.6658,31.4812,1114.9850,1.2664,7.1707,142.1646,5.7381,5.2942,673.3657,3.7646,4.1667,90.0767,30.8617,0.0000
CXCL6,0.0000,27.1985,1.2000,56.5854,1233.3700,32.2046,171.1950,3.8177,66.4398,0.3785,19.5939,375.0290,1.0025,17.4760,25.0687,105.1380,48.4347,23.4237,211.9445,0.0000,29.2342,38.9219,3.5899,1.7065,61.5332,3.4621,0.0000,9.4894,26.7152,0.0000
CXCL9,24.7406,280.6570,679.5490,812.5340,317.9220,388.0354,429.2962,60.0819,1200.6450,84.3961,995.3450,70.2976,7.9476,324.1520,1066.2800,970.1150,315.1690,267.8936,264.4960,33.6517,212.3070,317.2327,195.0970,458.4580,744.6407,2337.2600,184.7780,184.8096,34.5808,14.5169
CXCR1,1.0096,3.1642,3.0426,5.3696,6.4488,10.3338,8.1466,8.9337,22.7294,5.4242,14.9997,4.6034,2.4745,3.6050,10.1523,8.7248,5.4623,2.6241,14.4739,5.3677,1.6724,13.0411,2.3529,4.8932,10.9978,1.5034,1.9764,2.4223,1.0806,0.8723
CXCR2,1.8501,20.2268,6.6194,23.7453,10.9660,17.8341,23.3661,31.7544,43.4612,7.6938,22.0302,7.9784,9.7723,3.8052,23.6515,28.2299,9.3251,8.6380,16.1621,4.9915,6.3171,22.8967,4.1859,7.9444,22.5867,5.5220,5.5718,5.2478,2.2969,1.7099
CXCR3,5.3736,19.7149,51.0609,54.8363,22.8370,111.1820,25.9880,6.3710,45.9801,9.5506,80.0527,23.6235,1.1351,27.1718,99.0445,47.4806,66.8085,30.9882,70.9924,7.4713,20.0774,112.3085,24.5133,38.5333,74.5942,181.8905,42.5894,54.9572,11.2735,8.9801
CXCR4,3727.1000,568.1095,1494.5200,585.4950,1124.9150,524.0608,567.1264,1378.2250,561.4020,500.5015,4327.0500,1051.3250,423.3380,600.3120,1634.1600,1324.0500,1192.6400,2597.2709,1829.2250,580.9290,624.2070,466.2016,1026.3700,348.8250,1351.6800,1511.1250,635.2420,1448.4067,1392.6300,254.9950
CXCR5,2.6870,7.6173,11.9035,9.6939,4.9256,7.6761,5.1822,1.7297,10.9628,1.7013,7.1358,3.6962,0.9532,3.4262,32.7983,22.4044,10.7013,4.6065,20.3542,2.4309,6.1339,7.9903,3.8107,3.9147,15.3220,31.2685,3.4880,8.7584,3.0441,1.4060
CXCR6,4.6981,44.7300,52.0581,95.7554,27.4696,68.2314,37.2475,12.9972,97.8791,15.6641,117.4320,45.6302,2.3503,42.6573,137.3330,101.1630,70.2612,23.7626,67.8143,7.6611,40.1532,59.2432,34.4828,39.0902,76.5423,174.9935,42.2853,53.5153,13.4012,5.0124
ACKR3,317.6140,850.1070,447.2450,693.5040,320.4165,319.5370,685.8665,1187.3900,1698.1950,252.0595,1834.4500,238.3265,814.6390,300.7850,331.9080,2677.9900,943.2960,517.9801,588.6960,318.8070,154.8390,398.7900,950.9110,98.8439,378.6717,287.3015,539.5600,417.0305,906.9770,158.0650
DAG1,1638.1200,3544.8650,4258.3600,3077.3900,3314.0900,3616.1706,3402.3759,4952.6350,2844.7350,4957.4350,2097.3700,3939.5500,4145.5800,4019.1500,3151.1300,3030.5800,4544.0700,5673.5529,4525.8250,1937.1200,3625.6300,3590.7952,2966.0500,6297.6300,4411.5065,3497.2250,2937.9300,4114.5408,2785.9500,3454.0200
ACKR1,25.6733,91.7273,190.2050,67.4556,43.3730,65.5160,68.3997,105.1410,111.0870,35.5059,288.7960,64.3453,79.8815,23.4343,170.9710,94.4424,343.3340,45.5318,462.4080,117.4000,480.6630,83.1796,120.4610,115.8600,189.2663,187.3835,167.6480,142.2425,50.9073,6.4081
DCN,620.0240,2583.1550,9634.6600,1333.4600,3104.8500,2958.3742,3333.2545,2140.4200,3886.4150,143.7320,616.6040,506.5815,831.7945,736.2390,6735.3600,6241.6000,13020.4000,4487.5113,14452.1500,609.9750,3088.8600,2830.9855,19964.0000,1435.5200,5645.6387,1960.6450,956.5550,1389.3527,4446.7200,48.7960
DHH,8.2697,3.4679,5.5559,2.0429,4.3305,3.2668,1.9401,5.0737,2.5432,3.9859,6.7016,2.1984,2.4512,3.8006,3.2556,1.9942,4.6010,1.6361,10.1618,12.6170,5.9072,4.0295,6.3025,7.0961,5.8433,3.3902,9.7811,3.5786,3.5787,1.6253
DKK1,10.7527,201.8805,12.7168,117.1800,37.2121,4.6948,227.2871,12.0083,175.2450,3.1292,11.0209,1.7409,8.9064,11.3744,39.6068,143.3070,122.5670,2.4363,248.6940,7.2464,54.6714,6.7792,33.7934,33.1250,58.6090,10.6547,5.6290,8.3583,37.9441,2.9358
DKK2,3.2402,24.8986,63.8877,7.3553,33.4049,41.5721,29.6232,10.9459,21.8346,4.9664,11.3467,3.0716,7.6033,10.8637,61.5385,40.6942,31.6670,60.6023,79.5133,8.4602,33.6996,53.5476,39.2032,11.8009,44.4169,10.7896,40.4976,19.5088,93.3468,3.0028
DKK4,0.0000,5.5716,0.0000,1.9970,0.0000,6.9490,1.1692,0.0000,0.9808,0.3733,0.0000,0.0000,0.0000,1.8968,0.0000,1.4378,0.0000,0.3602,5.6036,0.0000,0.4183,6.3462,0.0000,0.0000,1.4004,0.4867,0.0000,2.6553,0.4594,0.0000
DLK1,199009.0000,0.0000,0.3807,0.0000,1.7559,0.0000,-0.2075,4.4893,0.0000,0.0000,0.0000,0.0000,0.5840,1.7039,0.0000,0.2561,0.0000,4.6892,116.6465,195787.0000,0.3109,0.0000,3.8610,0.0000,-0.2075,444.2300,0.0000,0.0000,2084.4800,0.0000
DLL1,141.6760,134.7720,99.7506,204.8160,106.7875,198.1347,302.1000,334.7570,515.0415,526.1020,316.1560,31.6527,1655.9100,84.9835,97.7184,315.7850,192.7830,39.8464,242.1410,242.2910,344.4910,200.0491,144.1980,53.6138,185.2313,83.9084,205.2860,110.2369,198.9960,23.9136
DLL3,6.0203,3.5004,1.5817,20.8333,0.5076,2.8465,1.1935,665.8745,7.8201,0.0000,0.0000,2.3284,4156.0250,0.0000,6.6100,12.7305,4.2976,14.6986,1.5316,3.1038,5.4496,4.2607,2.7103,203.2560,0.5543,276.4960,2.7037,3.9851,91.5963,83.4185
DLL4,458.3450,217.4000,234.3160,101.3650,260.9465,481.3450,214.6277,200.3860,183.9215,650.0455,1756.3700,105.6795,81.2923,332.2780,415.3980,200.7560,170.4930,150.6686,409.7365,506.1410,191.1850,503.0295,468.4670,113.5680,366.2271,165.2170,405.0990,211.7370,257.1560,190.4610
DMP1,0.0000,0.9399,0.9539,0.3707,0.8357,0.0000,10.1650,2.5339,1.2785,0.3755,1.3885,0.0000,0.3887,0.0000,0.7651,2.6601,1.1503,6.6141,1.0989,1.7778,0.0000,0.0000,0.6351,0.0000,1.8181,0.6999,1.0842,0.4207,0.8893,0.0000
DSC1,0.0000,1.4143,3.1812,1.7008,0.0000,0.4438,5.3531,0.4492,83.4284,0.0000,0.5282,0.2738,0.6861,0.0000,0.3091,6.8524,0.6110,6.5306,0.3430,0.0000,2.1203,0.4514,0.0000,1.4447,0.3498,0.4031,0.0000,0.0000,0.4043,0.0000
DSC2,19.5578,607.0130,984.2630,2950.5000,856.1450,1762.8162,4255.8336,81.3319,8371.7350,664.6835,666.5260,546.1170,49.4770,269.9740,837.1820,2842.4000,396.9260,1554.7926,1043.6500,19.1529,1758.7500,1543.4872,119.5650,87.5470,1261.7413,540.7370,546.8620,864.0409,371.7320,22.5517
DSC3,0.5982,457.8605,119.4830,9957.5300,23.0343,30.0076,5072.3876,0.0000,15326.9000,0.0000,1.2087,1.2394,0.0000,0.7645,9.2133,6408.1900,848.7620,80.4050,43.9365,0.0000,277.9140,71.7229,3.6334,139.7730,13.8566,10.4454,45.1150,8.8448,12.9870,0.0000
DSG1,0.0000,5.0655,3.2035,9.1300,4.8731,5.3184,34.2321,0.0000,1706.8950,0.3489,0.5634,0.0000,1.3111,83.1461,0.3906,26.4682,0.4472,1.9188,1.1491,0.0000,3.1562,5.4633,0.0000,49.3587,2.5619,1.5023,0.0000,0.5779,0.4026,0.0000
DSG2,236.1880,3398.5650,3275.2700,3859.8600,5585.7550,8169.9820,5397.8522,30.4222,3533.9900,15483.4000,2832.0100,3362.9250,2.2932,772.0000,3452.7300,6781.0400,1991.1000,3722.1027,4569.7850,2.1142,2772.2415,7294.9771,200.3080,99.1464,6599.6155,1792.0700,3444.2600,2679.6936,1079.9200,267.1325
DSPP,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9447,0.4410,0.0000,0.0000,0.0000,0.0000,0.3706,0.0000,0.0000,0.4433,0.0000,0.8317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.3848,0.0000
EBI3,49.9432,21.9356,33.1368,28.0670,32.2225,21.1630,17.6992,96.2785,31.8744,19.3541,89.7221,63.0708,90.5431,43.7118,43.2489,33.9861,75.0894,43.2361,38.1679,24.1318,22.7799,23.3691,64.9351,22.4500,43.5498,85.2122,64.8373,42.5919,19.8220,16.8607
EDA,2144.2400,36.7630,47.4608,32.4019,206.5030,51.6737,68.5022,48.0470,40.5816,503.0375,214.1830,189.1380,76.5147,66.2156,66.8524,80.3221,243.2490,148.1946,71.1001,268.2010,200.0900,63.3269,211.1940,31.1220,71.8298,222.0750,291.6970,228.5425,294.5520,66.9542
EDA2R,314.0190,25.9474,59.3245,5.2632,128.6210,17.8629,12.6743,178.8970,15.1010,102.5175,349.9530,246.3200,71.7224,20.0481,32.4810,18.1010,261.2290,28.2467,49.1513,186.0720,58.8620,16.3332,145.4620,196.7330,16.0043,152.7985,293.6010,29.4611,20.9528,159.0935
EDAR,0.0000,16.4381,1.4531,33.9467,64.5436,212.6301,59.6324,1.0015,33.3399,0.0000,7.4946,55.7859,2.7156,12.2429,5.1736,28.0374,4.3884,11.4050,120.0565,0.0000,10.0439,242.4946,0.4212,0.6886,60.5022,7.0515,0.7788,19.0448,14.7059,0.0000
EDN1,43.0108,125.0085,145.0080,152.8480,227.6700,320.7685,204.4076,180.1645,229.4890,38.3597,1281.3500,133.3305,175.7925,44.9686,383.7210,290.6180,49.6716,157.2363,409.8890,50.0835,114.3250,399.2693,58.1074,23.4763,314.2324,53.1275,52.9205,155.9304,102.1250,4.0202
EDN2,1.8744,28.2353,71.8954,222.3930,27.8976,9.8941,18.6961,1.1168,88.2396,2.5928,113.2160,44.2520,0.0000,3.9012,45.0745,50.5155,64.4254,90.0985,27.1046,0.7838,36.6695,8.1400,0.6645,1.0274,7.2568,1.2076,9.2886,70.9356,41.3691,0.5636
EDN3,0.0000,0.0000,2.8827,0.2208,0.4495,77.7705,11.4753,46.1531,0.5949,0.0000,0.3873,0.9801,160.5175,0.0000,0.4689,0.0000,0.0000,7.2279,216.7765,2.9474,19.9098,104.3797,0.4241,0.3393,60.5948,16.1607,76.5147,37.7596,327.5510,14.5373
EDNRA,115.2630,155.0620,578.0190,160.4630,187.6180,216.3456,242.7345,503.1115,375.0995,143.5520,696.7830,28.8498,328.0075,76.5001,448.8910,322.4900,161.4260,158.9031,849.7010,209.9250,590.8590,215.9572,876.4090,71.4286,335.8808,154.4160,251.5850,184.6061,840.7870,46.8538
EDNRB,619.2360,124.8920,164.5660,30.0061,256.6765,169.8870,155.1293,3609.2300,80.6449,765.8010,3363.3100,1046.5750,6269.1150,482.1080,237.3650,125.1510,128.0550,87.9791,285.7430,1082.2600,259.0120,218.8491,456.2470,10027.7000,329.7424,138.5180,778.7370,68.0609,124.8140,6888.3850
EEF1A1,64575.6000,59343.0500,77421.2000,53536.3000,73844.2500,86898.7500,69611.9110,74662.0000,50308.9000,51065.8000,115676.0000,72145.3500,58459.8000,58150.7000,65375.2000,66477.1000,97341.6000,127498.5388,78683.2000,60165.3000,102109.0000,89805.8194,62247.8000,54082.8000,81711.2390,111182.5000,117339.0000,86790.2547,107435.0000,128006.5000
EFNA1,803.4370,1945.3600,2416.3200,2702.9000,4612.3400,2029.1092,1654.2248,767.0200,1976.0300,942.8350,2468.6400,1595.7100,413.3585,7740.5000,3590.8200,2316.2800,1739.5200,1584.6058,2145.2800,318.0150,2563.1800,2326.7200,375.2130,566.7680,1488.7823,234.6915,1810.9600,1973.8678,1325.9200,557.2635
EFNA2,0.9396,0.0000,0.0000,0.0000,5.1286,61.8325,0.7111,13.1506,0.0000,0.0000,0.0000,0.4388,12.4724,18.8172,0.4803,0.3418,0.7585,-0.1755,12.5199,0.0000,0.4333,65.7075,0.0000,0.3555,19.8832,19.7083,0.0000,0.0000,0.4970,7.6860
EFNA3,332.6640,122.8015,326.7960,394.3080,88.6762,688.7097,216.5876,166.2440,528.2210,20.5641,120.3970,64.4660,249.0505,71.2825,140.5840,278.7090,68.4139,168.5406,176.4565,73.7141,94.9624,893.9165,75.3846,98.8557,156.6575,205.6825,80.1999,278.4807,572.8340,54.9891
EFNA4,369.8030,399.2875,432.7360,422.1990,285.9625,580.5235,226.6509,85.8468,338.7755,123.0720,105.6910,156.7455,37.6979,248.3480,397.8190,340.7880,250.0260,397.2290,336.9950,12.8056,329.4100,684.6495,191.3790,176.6420,276.8859,407.7445,238.5490,673.6513,698.7370,101.8680
EFNA5,35.4925,374.7175,264.6630,414.8510,192.5065,44.1820,260.6868,69.9246,307.5795,950.2785,338.4980,157.5140,65.0962,7.7348,571.8880,233.0660,1368.7000,412.5993,571.2670,568.6980,155.3670,26.8506,379.9310,204.5300,177.9865,56.4739,32.5275,239.2670,577.1630,25.3201
EFNB1,1241.8100,2123.7600,456.0760,2811.6100,581.6915,2751.7000,2253.7977,636.0135,4483.5000,462.4170,1215.2600,1042.1100,362.2090,575.4920,482.9230,2190.6000,1608.8900,1441.2626,2542.8950,599.7580,365.3240,2629.1530,1759.9400,522.5760,1487.2950,589.3865,856.4720,1088.7329,2439.2800,323.0810
EFNB2,343.1630,971.5935,694.5300,791.2100,468.3910,2307.7928,1934.8774,990.2305,1701.5900,711.7200,2112.6400,708.4485,344.7615,352.9910,853.2270,1144.0200,991.3990,1258.8995,1878.7700,684.1490,1370.0300,2323.9450,822.7430,198.0310,1706.3485,448.0920,826.4090,718.2758,1017.0400,62.2591
EFNB3,12.4880,48.3971,81.4001,11.6145,36.1193,17.2533,37.2879,762.0325,63.0393,12.9211,38.9033,59.8682,897.9945,8.7719,64.9850,78.4258,438.1580,278.3573,84.0780,732.5970,78.6925,20.5155,46.3710,148.0550,21.1997,381.9785,35.4655,171.7291,642.1400,107.6820
EGF,19.0840,3.4859,96.3328,4.1195,1.0369,8.3899,11.6918,55.6758,18.6349,2357.2550,56.9977,49.0926,35.0495,1.0942,118.8310,57.1760,11.6916,5.5995,20.6287,0.4318,165.5170,4.8408,9.8123,16.4968,1.5155,17.6289,16.9624,7.2171,10.9204,5.0315
EGFR,195.8900,614.5805,165.9350,841.1210,707.2210,517.1815,1690.3781,4086.1750,2885.9700,826.5835,2474.5300,654.6665,2412.9050,813.8110,989.8190,2054.9300,858.5010,215.8143,664.8265,32.6361,719.1540,582.5373,392.2510,41.8939,685.3042,124.2750,774.2620,275.4124,287.4850,29.6096
EGR1,1244.6600,2595.2150,2575.2400,3032.3500,2235.2450,2847.5750,3673.2202,4666.2200,4641.3250,1616.1650,5546.9500,2558.9350,2117.4100,1712.9100,3203.3100,3367.2900,2152.7500,3851.8307,4931.0200,11035.9000,6031.4600,2722.4650,2094.4100,1663.3400,2989.5269,791.1740,9923.6000,2470.1455,2629.9800,401.6060
EMILIN1,323.5290,855.0465,1276.7000,339.9570,1072.2150,1310.4921,757.9214,1225.3900,752.4685,204.3130,498.3650,292.1755,421.8025,437.7050,1594.8000,1330.0400,1976.8300,847.6045,3638.0750,2614.6100,1766.0900,1404.9662,9556.9100,1516.2500,1767.3867,1334.0700,282.6040,746.0493,6163.5300,1417.7500
ENG,2297.3900,2141.3500,2442.1900,1333.3000,2763.1500,1469.6255,1531.3698,2346.4050,1738.5250,2584.8450,9116.3300,1760.6750,990.6410,1931.5000,2814.4900,1625.6500,2471.1800,1529.9331,3758.7550,3911.9400,1750.0900,1532.7667,4868.6900,3010.7900,2081.5271,1785.1900,4407.4800,2513.6572,2140.0500,4162.7050
ENHO,13.9289,7.9520,35.3602,15.6095,13.0200,6.7114,4.4693,837.0145,3.4420,16.9264,3.9868,10.3592,3057.7850,202.8990,7.2122,10.6738,5.4375,74.9989,11.3939,94.4915,52.3289,8.7705,29.3783,26.9397,6.8804,205.0755,7.1828,10.8260,55.2007,27.8748
ENPP1,143.4180,35.2675,1523.9100,33.6798,121.1845,135.6865,161.0190,70.4097,60.1955,137.2300,150.0420,424.5080,25.7161,1629.6300,74.8576,49.3883,232.1800,150.7872,317.7550,395.1780,351.1750,119.8014,718.7930,220.8320,217.8340,821.6220,1044.2900,119.0621,296.5420,82.7515
ENTPD1,1218.5800,850.3805,1211.2000,778.4900,906.6070,864.7860,1222.9852,1299.2850,888.2870,698.4115,2244.9300,848.5025,1233.2400,575.6600,1151.2200,923.3870,774.1010,664.7191,1400.8100,881.3560,703.1540,851.5690,1251.0600,692.2470,1614.1993,998.7280,4996.9800,842.7718,828.5710,719.1895
EPCAM,284.2000,2758.2900,4392.9800,2254.6300,8507.0200,24013.7000,6399.0511,4.7294,767.4760,4592.3250,811.5000,2605.9000,14.2146,35.8566,9672.1700,4220.2700,28.1330,9447.3785,8389.6000,234.0510,5653.3800,24572.2000,4.8966,3.9654,13874.7092,4055.2850,10048.5000,11452.7305,2719.6800,1.6862
EPGN,0.0000,1.1233,0.0000,1.1971,0.0000,0.0000,0.2468,0.0000,30.2964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3744,3.7551,-0.3442,0.0000,0.0000,0.0000,0.0000,0.0000,0.4350,-0.3442,0.0000,0.0000,0.0000,0.0000,0.0000
EPHA1,1.1312,902.3740,335.5770,670.6170,368.3395,628.3149,621.6854,2.9264,927.3815,225.6205,45.2664,376.3145,1.0130,673.9870,358.7870,665.7440,35.4244,680.7847,440.9065,2.7090,242.2040,624.6925,7.4212,19.3050,606.6215,441.7930,276.9350,535.0837,140.2610,1.7211
EPHA2,145.2890,2888.3450,259.3820,3292.2400,968.2815,1876.7150,3355.1878,266.3990,3262.7200,314.4120,1181.9800,1546.1300,95.2901,477.2920,1201.9100,1512.4800,2321.3600,1177.6875,3528.8150,277.9880,190.0330,1737.8950,379.9310,990.3200,2322.6497,358.4910,1589.0800,891.8572,958.7160,1119.5500
EPHA3,31.9735,62.9804,50.8820,12.7040,221.2360,47.4644,58.2676,165.4180,41.3253,32.3742,335.4940,10.4691,97.6195,53.9862,64.5209,45.8310,22.8480,20.1355,472.5640,158.4120,642.9430,71.1979,138.7600,22.9176,149.8749,50.0094,150.9670,18.9285,130.0230,2.0481
EPHA4,176.5750,321.4245,154.9020,239.0500,86.4642,80.9468,280.1118,770.1135,518.1145,47.1367,387.6670,230.7835,726.6675,36.3901,449.1110,584.2490,225.2900,302.8577,414.7180,78.0723,273.0030,68.9960,272.8080,116.2340,130.7376,242.0845,2092.3800,189.2650,535.6910,10.3286
EPHA5,0.0000,0.3819,0.6716,0.3006,0.2122,0.5258,1.0273,109.9935,0.3902,0.0000,0.0000,0.0000,83.7310,0.0000,0.5787,0.9338,8.0607,0.8259,3.1808,14.8472,51.4902,0.9170,3.0448,42.0389,1.9260,0.4259,2.1897,0.4220,4.0733,25.3212
EPHA7,1.3870,24.4485,8.5275,1.7845,2.5575,13.0518,20.3679,34.3668,3.2238,0.4750,854.7360,952.3850,44.9151,0.0000,6.2542,56.4007,6.4471,9.1805,13.0357,9.0982,304.8920,17.1712,34.1471,0.4834,27.5998,160.2915,0.8482,135.5473,250.4380,0.5503
EPHA8,4.0706,0.4880,3.1097,0.8640,0.5150,0.0000,0.5072,1.8691,1.1528,0.0000,0.3328,0.0000,4.2202,0.0000,0.5189,1.2903,2.0822,2.2681,5.5966,613.1360,5.4928,0.4297,0.8215,2.8736,0.1551,25.5428,0.3036,0.7103,9.7362,10.1926
EPHB1,59.4499,10.9944,29.2242,7.9299,18.9690,38.1071,40.2183,406.5865,28.9779,34.0165,49.0074,27.6683,1786.0750,10.3603,23.4375,42.5426,14.1274,70.1081,23.8337,41.0011,17.3626,43.8048,78.6579,15.8938,55.0737,57.4162,91.9702,12.7253,129.0100,35.5149
EPHB2,227.5670,594.6175,211.6540,649.9780,451.2200,4651.7695,631.6211,650.9085,567.4350,77.9077,96.4120,170.2915,341.0960,80.6175,532.8400,496.2730,1614.4400,1047.4321,759.1805,85.0974,108.0490,5026.8636,974.1470,69.7241,1178.2863,441.7395,544.6010,428.1686,1383.5600,31.0167
EPHB3,34.4420,424.1725,1092.9400,1585.6200,112.2387,3067.6000,1039.8970,545.1045,1933.5700,26.9517,91.2892,15.3506,468.3780,20.9742,506.6150,1583.1900,909.9480,1086.0936,634.7215,51.6507,948.0450,2867.3708,526.9670,364.9080,655.2027,633.7350,410.9040,862.0975,2834.6000,167.4525
EPHB4,3835.0200,1862.9050,2383.6700,2146.1700,2592.5500,3399.3400,2553.1030,714.7385,3055.9400,445.0860,1277.3000,1380.9600,333.8475,2164.3900,2475.9900,2549.8500,1632.8700,1639.1268,2687.7150,512.5560,1899.0400,3256.1127,2104.0100,1957.5600,2418.3125,7701.1950,748.2810,2144.7362,2887.1700,832.6470
EPHB6,17.6391,1004.1720,61.6500,392.0310,582.3280,20.7580,169.9621,181.0635,286.7270,110.1925,256.2700,322.8205,274.4890,46.9388,70.0855,300.9640,1477.1600,736.9152,661.0190,312.2570,899.2470,18.1494,175.4220,53.5292,79.3653,295.0055,1041.2200,89.3338,203.5070,43.1006
EPO,3.7048,1.0863,1.4136,1.4070,1.8864,0.4033,0.9290,2.8986,2.0168,0.0000,11.1715,0.5103,1.1015,6.0196,0.5352,0.9204,1.0226,0.2407,1.0848,0.3835,7.4754,0.4401,1.3406,1.1186,0.1231,11.3209,0.2855,1.1841,3.0896,0.6962
EPOR,863.9460,109.1225,79.9130,69.7242,266.5030,46.0642,47.9402,137.8560,44.8953,524.9435,205.0060,207.3450,114.2030,123.6200,204.8760,69.9315,110.5800,195.1746,150.0615,569.9800,85.9364,43.1975,239.4590,246.6420,57.4414,183.1110,832.4940,292.7909,209.6640,293.6625
ERBB2,171.0100,7528.0200,7030.6600,4531.6300,5469.6450,4686.7250,3784.6177,1168.7650,3292.6150,4525.4250,2553.4800,6605.6300,639.4730,2237.2900,6097.4000,2701.2200,2697.8600,4067.9782,4996.8550,236.4870,5521.3900,4669.0125,1380.6300,1574.3400,4247.0990,1960.3750,6690.7200,4853.0285,4555.3600,1699.7750
ERBB3,10.8006,3051.4550,6958.8700,2654.1400,8882.2750,6539.5500,3219.7735,256.2255,1486.9400,957.0040,3974.6700,4011.2850,694.8120,4785.5100,4532.5400,1493.8100,160.7060,2658.2911,4146.4650,55.6554,5635.6300,6697.7477,8.6894,10815.0000,5490.2030,1484.4750,1716.7900,2510.3850,1808.8800,4082.4900
